Date,Closing Price,Open,Daily High,Daily Low
5/24/2012,1814.47,1807.07,1816.98,1800.74
5/25/2012,1824.17,1818.62,1831.78,1815.54
5/29/2012,1849.91,1821.63,1851.94,1817.9
5/30/2012,1844.86,1846.12,1846.6,1828.83
5/31/2012,1843.47,1819.99,1843.49,1813.01
6/1/2012,1834.51,1832.08,1842,1821.98
6/4/2012,1783.13,1782.58,1794.02,1776.85
6/5/2012,1801.85,1799.88,1806.11,1791.84
6/7/2012,1847.95,1839.49,1853.2,1839.49
6/8/2012,1835.64,1854,1854.59,1832.83
6/11/2012,1867.04,1860.9,1869.33,1859.74
6/12/2012,1854.74,1840.56,1857.93,1840.1
6/13/2012,1859.32,1867.45,1867.45,1849.71
6/14/2012,1871.48,1856.57,1871.48,1855.06
6/15/2012,1858.16,1871.48,1871.48,1847.19
6/18/2012,1891.71,1892.91,1901.11,1887.05
6/19/2012,1891.77,1885.56,1895.32,1883.56
6/20/2012,1904.12,1908.19,1908.19,1895.27
6/21/2012,1889.15,1895.51,1900.44,1879.65
6/22/2012,1847.39,1861.44,1863.57,1843.57
6/25/2012,1825.38,1842.76,1842.76,1813.41
6/26/2012,1817.81,1818.51,1826.66,1814.46
6/27/2012,1817.65,1815.7,1821.47,1795.16
6/28/2012,1819.18,1826.37,1827.35,1806.08
6/29/2012,1854.01,1808.61,1854.01,1801.63
7/2/2012,1851.65,1864.73,1865.93,1851.28
7/3/2012,1867.82,1858.7,1871.08,1858.44
7/4/2012,1874.45,1875.52,1881.68,1871.84
7/5/2012,1875.49,1870.53,1878.13,1866.91
7/6/2012,1858.2,1877.74,1880.36,1850.1
7/9/2012,1836.13,1840.3,1844.32,1833.11
7/10/2012,1829.45,1843.77,1845.94,1823.79
7/11/2012,1826.39,1825.53,1827.6,1813.79
7/12/2012,1785.39,1827.82,1830.77,1785.32
7/13/2012,1812.89,1790.98,1820.66,1773.67
7/16/2012,1817.79,1820.34,1821.84,1807.11
7/17/2012,1821.96,1808.63,1835.64,1802.07
7/18/2012,1794.91,1821.28,1827.95,1790.36
7/19/2012,1822.96,1820.84,1830.09,1815.71
7/20/2012,1822.93,1823.95,1830.26,1818.84
7/23/2012,1789.44,1799.24,1799.24,1780.01
7/24/2012,1793.93,1784.47,1796.02,1781.6
7/25/2012,1769.31,1760.22,1785.84,1758.99
7/26/2012,1782.47,1778.01,1787.2,1766.81
7/27/2012,1829.16,1812.98,1829.16,1805.92
7/30/2012,1843.79,1847.01,1850.27,1841.4
7/31/2012,1881.99,1845.46,1896.83,1842.51
8/1/2012,1879.93,1870.58,1886.32,1867.28
8/2/2012,1869.4,1883.68,1885.89,1864.86
8/3/2012,1848.68,1846.58,1864.13,1843.87
8/6/2012,1885.88,1883.62,1894.92,1881.86
8/7/2012,1886.8,1883.82,1891.6,1881.66
8/8/2012,1903.23,1896.58,1919.61,1896.56
8/9/2012,1940.59,1907.13,1947.08,1907.13
8/10/2012,1946.4,1937.89,1948.05,1933.93
8/13/2012,1932.44,1945.33,1946.2,1932.4
8/14/2012,1956.96,1942.61,1957.15,1939.45
8/16/2012,1957.91,1956.35,1959.92,1947.26
8/17/2012,1946.54,1964.07,1964.07,1941.79
8/20/2012,1946.31,1944.67,1949.89,1938.25
8/21/2012,1943.22,1954.51,1961.07,1942.61
8/22/2012,1935.19,1939.6,1947.43,1917.48
8/23/2012,1942.54,1934.56,1942.97,1924.5
8/24/2012,1919.81,1921.08,1927.1,1913.75
8/27/2012,1917.87,1909.02,1925.15,1907.5
8/28/2012,1916.33,1922.02,1925.7,1910.58
8/29/2012,1928.54,1920.49,1931,1914.82
8/30/2012,1906.38,1922.82,1922.82,1897.07
8/31/2012,1905.12,1897.16,1912.24,1896.84
9/3/2012,1912.71,1909.06,1921.84,1885.03
9/4/2012,1907.13,1911.47,1916.16,1906.22
9/5/2012,1874.03,1894.7,1894.7,1874.03
9/6/2012,1881.24,1881.54,1888.18,1873.49
9/7/2012,1929.58,1918.36,1929.58,1915.56
9/10/2012,1924.7,1934.63,1937.85,1924.7
9/11/2012,1920,1920.46,1923.09,1912.47
9/12/2012,1950.03,1931.44,1953.03,1927.75
9/13/2012,1950.69,1948.27,1955.03,1938.74
9/14/2012,2007.58,1994.42,2008.97,1991.13
9/17/2012,2002.35,2005.54,2011.5,1997.79
9/18/2012,2004.96,1998.3,2005.73,1995.83
9/19/2012,2007.88,2000.2,2012.74,1993.91
9/20/2012,1990.33,1997.65,2004.54,1987.94
9/21/2012,2002.37,2000.05,2005.11,1991.56
9/24/2012,2003.44,1996.42,2005.45,1977.7
9/25/2012,1991.41,1994.08,2004.26,1988.88
9/26/2012,1980.44,1973.11,1986.28,1968.85
9/27/2012,1988.7,1969.65,1991.26,1969.6
9/28/2012,1996.21,2000.01,2000.01,1988.41
10/2/2012,1996.03,1998.52,2003.63,1995.12
10/4/2012,1992.68,1998.73,1998.99,1983.03
10/5/2012,1995.17,2004.62,2007.84,1991.21
10/8/2012,1981.89,1994.05,1994.05,1979.24
10/9/2012,1979.04,1982.09,1992.32,1979
10/10/2012,1948.22,1961.9,1962.72,1948.22
10/11/2012,1933.09,1934.49,1949.74,1919.82
10/12/2012,1933.26,1937.85,1940.32,1927.39
10/15/2012,1925.59,1927.82,1937.15,1921.32
10/16/2012,1941.54,1942.51,1944.22,1931.09
10/17/2012,1955.15,1955.78,1965.53,1949.71
10/18/2012,1959.12,1960.39,1963.53,1954.1
10/19/2012,1943.84,1954.33,1958.64,1938.96
10/22/2012,1941.59,1910.98,1942.64,1910.23
10/23/2012,1926.81,1943.79,1944.38,1926.81
10/24/2012,1913.96,1907.16,1922.02,1901.62
10/25/2012,1924.5,1906.91,1924.51,1904.95
10/26/2012,1891.43,1917.64,1921.25,1890.15
10/29/2012,1891.52,1901.83,1905.22,1884.77
10/30/2012,1899.58,1894.05,1913.52,1893.75
10/31/2012,1912.06,1912.83,1918.4,1909.08
11/1/2012,1898.44,1903.57,1904.99,1887.56
11/2/2012,1918.72,1920.55,1921.98,1915.11
11/5/2012,1908.22,1905.46,1914.38,1903.32
11/6/2012,1928.17,1911.83,1928.17,1908.49
11/7/2012,1937.55,1933.79,1937.55,1916.81
11/8/2012,1914.41,1912.64,1918.69,1905.62
11/9/2012,1904.41,1893.09,1907.57,1879.06
11/12/2012,1900.87,1899.3,1903.81,1892.68
11/13/2012,1889.7,1904.19,1904.97,1881.85
11/14/2012,1894.04,1891.45,1895.48,1880.61
11/15/2012,1870.72,1870.29,1875.49,1859.79
11/16/2012,1860.83,1865.81,1872.69,1856.81
11/19/2012,1878.1,1869.76,1884.11,1869.23
11/20/2012,1890.18,1896.58,1897.56,1886.34
11/21/2012,1884.04,1895.72,1899.6,1878.25
11/22/2012,1899.5,1894.66,1903.27,1893.18
11/23/2012,1911.33,1901.73,1911.33,1894.58
11/26/2012,1908.51,1918.01,1918.11,1905.95
11/27/2012,1925.2,1917.14,1930.24,1913.97
11/28/2012,1912.78,1916.31,1916.76,1906.2
11/29/2012,1934.85,1922.86,1935.1,1922.51
11/30/2012,1932.9,1932.71,1941.84,1927.98
12/3/2012,1940.02,1937.28,1944.75,1933.67
12/4/2012,1935.18,1932.66,1938.28,1928.09
12/5/2012,1947.04,1933.45,1949.7,1930.15
12/6/2012,1949.62,1948.55,1955.07,1946.03
12/7/2012,1957.45,1953.17,1963.06,1952.83
12/10/2012,1957.42,1965.71,1970.19,1955.39
12/11/2012,1964.62,1962.52,1965.68,1956.75
12/12/2012,1975.44,1972.33,1975.44,1966.91
12/13/2012,2002.77,1976.18,2002.78,1976.18
12/14/2012,1995.04,1989.42,1999.65,1985.19
12/17/2012,1983.07,1993.18,1999.38,1981.13
12/18/2012,1993.09,1990.72,1993.09,1979.22
12/20/2012,1999.5,2002.11,2006.08,1991.81
12/21/2012,1980.42,2004.61,2004.67,1976.09
12/24/2012,1981.82,1984.18,1985.49,1980.55
12/26/2012,1982.25,1992.1,2000.92,1982.25
12/27/2012,1987.35,1979.46,1987.91,1971.53
12/28/2012,1997.05,1984.84,2002.67,1984.84
1/2/2013,2031.1,2013.74,2033.66,2012.3
1/3/2013,2019.41,2041.24,2042.48,2018.49
1/4/2013,2011.94,2017.88,2018.63,2001.53
1/7/2013,2011.25,2012.15,2014,1996.47
1/8/2013,1997.94,2003.22,2009.99,1997.91
1/9/2013,1991.81,2001.98,2007.72,1989.48
1/10/2013,2006.8,1993.87,2008.47,1988.04
1/11/2013,1996.67,2017.38,2017.92,1984.16
1/14/2013,2007.04,1993.82,2007.04,1989.24
1/15/2013,1983.74,2006.89,2016.37,1983.74
1/16/2013,1977.45,1988.44,1996.46,1970.01
1/17/2013,1974.27,1983.67,1986.34,1964.62
1/18/2013,1987.85,1987.65,1988.47,1976.72
1/21/2013,1986.86,1987.96,1991.98,1972.64
1/22/2013,1996.52,1986.58,1999.35,1981.88
1/23/2013,1980.41,2003.37,2008.06,1980.41
1/24/2013,1964.48,1970.85,1980.03,1960.75
1/25/2013,1946.69,1966.4,1966.83,1934.89
1/28/2013,1939.71,1940.33,1943.49,1930.37
1/29/2013,1955.96,1946.11,1958.88,1944.81
1/30/2013,1964.43,1961.92,1967.29,1950.67
1/31/2013,1961.94,1960.78,1965.92,1954.53
2/1/2013,1957.79,1964.75,1966.54,1942.44
2/4/2013,1953.21,1968.95,1969.13,1952.83
2/5/2013,1938.18,1936.92,1944,1928.75
2/6/2013,1936.19,1943.33,1944.44,1935.44
2/7/2013,1931.77,1939.42,1946.67,1931.1
2/8/2013,1950.9,1930,1955.86,1929.81
2/12/2013,1945.79,1958.46,1958.65,1943.63
2/13/2013,1976.07,1952.86,1976.07,1950.58
2/14/2013,1979.61,1977.42,1986.14,1972.8
2/15/2013,1981.18,1981.06,1982.76,1976.12
2/18/2013,1981.91,1979.42,1985.41,1973.65
2/19/2013,1985.83,1981.96,1990.09,1979.85
2/20/2013,2024.64,1997.04,2024.64,1995.31
2/21/2013,2015.22,2014.5,2021.24,2010.91
2/22/2013,2018.89,2007.34,2029.44,2006.59
2/25/2013,2009.52,2022.51,2022.77,2008.78
2/26/2013,2000.01,1993.12,2005.86,1991.96
2/27/2013,2004.04,2008.94,2014.96,1999.65
2/28/2013,2026.49,2019.05,2030.85,2016.15
3/4/2013,2013.15,2028.55,2029.32,2011.09
3/5/2013,2016.61,2022.41,2031.65,2016.6
3/6/2013,2020.74,2033.17,2033.89,2016.65
3/7/2013,2004.4,2018.63,2018.63,1998.29
3/8/2013,2006.01,2001.97,2007.37,1994.25
3/11/2013,2003.35,2000.57,2006.3,1982.38
3/12/2013,1993.34,2006.84,2007.44,1990.17
3/13/2013,1999.73,1994.79,1999.73,1988.19
3/14/2013,2002.13,2000.07,2002.13,1978.57
3/15/2013,1986.5,2009.71,2009.71,1985.91
3/18/2013,1968.18,1974.71,1982.92,1968.18
3/19/2013,1978.56,1978.41,1989.46,1973.23
3/20/2013,1959.41,1969.19,1978.17,1959.4
3/21/2013,1950.82,1969.3,1973.26,1950.82
3/22/2013,1948.71,1949.03,1956.33,1946.05
3/25/2013,1977.67,1968.85,1981.75,1968.14
3/26/2013,1983.7,1976.81,1990.23,1975.6
3/27/2013,1993.44,1991.91,1996.56,1973.72
3/28/2013,1993.52,1989.7,1995.31,1985.45
3/29/2013,2004.89,2007.12,2013.21,2003.96
4/1/2013,1995.99,2009.94,2010.15,1994.54
4/2/2013,1986.15,1996.81,2001.78,1973.27
4/3/2013,1983.22,1990.71,1992.4,1972.02
4/4/2013,1959.45,1963.39,1965.19,1938.89
4/5/2013,1927.23,1948.33,1952.1,1916.77
4/8/2013,1918.69,1927.04,1933.05,1918.69
4/9/2013,1920.74,1918.13,1934.74,1901.96
4/10/2013,1935.58,1933.73,1939.19,1923.43
4/11/2013,1949.8,1944.53,1949.8,1926.54
4/12/2013,1924.23,1954.22,1956.21,1919.9
4/15/2013,1920.45,1916.06,1927.72,1907.35
4/16/2013,1922.21,1900.18,1926.65,1896.69
4/17/2013,1923.84,1934.61,1934.82,1910.78
4/18/2013,1900.06,1916.55,1919.53,1900.05
4/19/2013,1906.75,1899.35,1910.24,1888.3
4/22/2013,1926.31,1903.97,1926.31,1901.98
4/23/2013,1918.63,1924.43,1924.79,1908.77
4/24/2013,1935.31,1931.06,1939.35,1921.03
4/25/2013,1951.6,1937.88,1951.66,1935.81
4/26/2013,1944.56,1949.92,1951.86,1942.37
4/29/2013,1940.7,1948.87,1948.97,1934.68
4/30/2013,1963.95,1947.07,1967.06,1946.99
5/2/2013,1957.21,1961.67,1966.68,1954.28
5/3/2013,1965.71,1967.88,1968.04,1953.4
5/6/2013,1961.48,1977.44,1983.64,1960.14
5/7/2013,1954.35,1962.28,1962.87,1951.27
5/8/2013,1956.45,1961.73,1964.08,1952.38
5/9/2013,1979.45,1963.61,1982.32,1961.5
5/10/2013,1944.75,1975.48,1975.48,1944.75
5/13/2013,1948.7,1936.86,1948.7,1935.57
5/14/2013,1968.83,1954.39,1972.5,1954.13
5/15/2013,1971.26,1971.96,1972.44,1963.52
5/16/2013,1986.81,1980.03,1991.98,1980.03
5/20/2013,1982.43,1990.36,1991.27,1982.43
5/21/2013,1981.09,1994.02,1995.1,1976.17
5/22/2013,1993.83,1991.76,1998.7,1987.23
5/23/2013,1969.19,1985.91,1991.35,1969.19
5/24/2013,1973.45,1979.35,1979.93,1961.59
5/27/2013,1979.97,1974.59,1984.13,1971.53
5/28/2013,1986.22,1983.58,1991.2,1978.89
5/29/2013,2001.2,1993.69,2009.43,1992.68
5/30/2013,2000.1,1999.83,2008.23,1997.84
5/31/2013,2001.05,2009.25,2013.29,2000.82
6/3/2013,1989.57,1993.11,2000.56,1989.51
6/4/2013,1989.51,1998.38,1999.73,1979.42
6/5/2013,1959.19,1988.94,1989.29,1959.19
6/7/2013,1923.85,1953.83,1954.82,1923.84
6/10/2013,1932.7,1927.19,1934.92,1923.59
6/11/2013,1920.68,1933.1,1933.34,1910.05
6/12/2013,1909.91,1913.6,1921.54,1907.29
6/13/2013,1882.73,1905.1,1911.04,1881.24
6/14/2013,1889.24,1895.77,1896.6,1881.5
6/17/2013,1883.1,1889.45,1897.7,1878.4
6/18/2013,1900.62,1887.72,1900.63,1872.7
6/19/2013,1888.31,1899.5,1899.5,1883.41
6/20/2013,1850.49,1864.37,1873.18,1844.41
6/21/2013,1822.83,1806.4,1823.99,1806.02
6/24/2013,1799.01,1821.22,1821.22,1798.98
6/25/2013,1780.63,1790.33,1807.62,1770.53
6/26/2013,1783.45,1799.74,1799.74,1772.49
6/27/2013,1834.7,1809.55,1839.52,1809.4
6/28/2013,1863.32,1844.6,1864.09,1844.6
7/1/2013,1855.73,1851.57,1866.63,1850.03
7/2/2013,1855.02,1861.26,1867.18,1850.29
7/3/2013,1824.66,1854.29,1860.46,1823.1
7/4/2013,1839.14,1830.49,1840.38,1825.62
7/5/2013,1833.31,1848.97,1857.39,1828.75
7/8/2013,1816.85,1830.81,1840.57,1809.72
7/9/2013,1830.35,1828.63,1831.35,1815.03
7/10/2013,1824.16,1835.94,1836.91,1818.94
7/11/2013,1877.6,1840.34,1877.6,1840.34
7/12/2013,1869.98,1873.66,1873.66,1863.4
7/15/2013,1875.16,1870.26,1877.46,1847.82
7/16/2013,1866.36,1875.53,1875.68,1860.37
7/17/2013,1887.49,1871.29,1894.7,1856.55
7/18/2013,1875.48,1883.07,1885.01,1870.78
7/19/2013,1871.41,1880.44,1881.4,1861.43
7/22/2013,1880.35,1880.81,1894.41,1873.17
7/23/2013,1904.15,1890.55,1904.15,1885.57
7/24/2013,1912.08,1904.07,1914.41,1901.15
7/25/2013,1909.61,1906.57,1913.91,1904.44
7/26/2013,1910.81,1912.05,1915.97,1902.47
7/29/2013,1899.89,1908.66,1912.57,1899.02
7/30/2013,1917.05,1901.88,1917.11,1900.54
7/31/2013,1914.03,1915.47,1920.6,1910.82
8/1/2013,1920.74,1916.56,1925.32,1906.74
8/2/2013,1923.38,1936.26,1939.28,1920.98
8/5/2013,1916.22,1920.83,1925.6,1915.69
8/6/2013,1906.62,1914.06,1914.06,1895.87
8/7/2013,1878.33,1892.47,1895.5,1878.33
8/8/2013,1883.97,1884.58,1896.07,1879.13
8/9/2013,1880.71,1884.57,1888.79,1876.07
8/12/2013,1884.83,1878.5,1894.42,1878.33
8/13/2013,1913.03,1893.42,1913.03,1890.78
8/14/2013,1923.91,1912.59,1925.1,1908.92
8/16/2013,1920.11,1903.72,1927.59,1901.7
8/19/2013,1917.64,1917.32,1918.71,1909.8
8/20/2013,1887.85,1910.3,1923.42,1885.93
8/21/2013,1867.46,1891.01,1894.74,1863.6
8/22/2013,1849.12,1847.94,1858.5,1838.52
8/23/2013,1870.16,1861.58,1876.14,1854.67
8/26/2013,1887.86,1876.59,1890.38,1876.59
8/27/2013,1885.84,1883.71,1896.63,1881.44
8/28/2013,1884.52,1862.51,1885.35,1861.56
8/29/2013,1907.54,1892.03,1914.9,1891.59
8/30/2013,1926.36,1918.91,1926.37,1910.37
9/2/2013,1924.81,1925.32,1932.46,1921.01
9/3/2013,1933.74,1934.24,1940.99,1928.09
9/4/2013,1933.03,1929.6,1938.26,1921.93
9/5/2013,1951.65,1943.66,1954.21,1937.82
9/6/2013,1955.31,1954.11,1962.15,1949.01
9/9/2013,1974.67,1964.09,1974.67,1962.62
9/10/2013,1994.06,1978.08,1994.06,1974.59
9/11/2013,2003.85,1995.96,2003.85,1987.4
9/12/2013,2004.06,2004.67,2017.48,1995.16
9/13/2013,1994.32,1994.95,2004.87,1992.26
9/16/2013,2013.37,2011.69,2018.02,2004.45
9/17/2013,2005.58,2009.31,2009.31,1994.31
9/23/2013,2009.41,2000.72,2015.18,1994.77
9/24/2013,2007.1,2001.51,2011.11,1990.36
9/25/2013,1998.06,2004.53,2006.88,1988.87
9/26/2013,2007.32,1992.1,2007.32,1991.1
9/27/2013,2011.8,2012.26,2016.34,2008.25
9/30/2013,1996.96,2002.02,2005.41,1994.22
10/1/2013,1998.87,1997.62,2012.52,1991.22
10/2/2013,1999.47,2012.07,2012.82,1999.02
10/4/2013,1996.98,1999.92,2004.65,1985.63
10/7/2013,1994.42,1997.17,2002.61,1991.02
10/8/2013,2002.76,1987.97,2002.78,1981.21
10/10/2013,2001.4,2000.91,2010,1997.66
10/11/2013,2024.9,2018.01,2028.11,2012.66
10/14/2013,2020.27,2026.07,2026.79,2019.65
10/15/2013,2040.96,2034.69,2045.5,2033.84
10/16/2013,2034.61,2040.03,2049.5,2033.75
10/17/2013,2040.61,2051.19,2052.44,2035.96
10/18/2013,2052.4,2046.56,2052.4,2041.36
10/21/2013,2053.01,2054.16,2060.18,2047.83
10/22/2013,2056.12,2051.01,2056.12,2045.45
10/23/2013,2035.75,2062.81,2063.28,2035.75
10/24/2013,2046.69,2034.96,2046.69,2027.93
10/25/2013,2034.39,2047.46,2047.46,2023.82
10/28/2013,2048.14,2037.28,2048.14,2030.9
10/29/2013,2051.76,2046.67,2053.78,2039.46
10/30/2013,2059.58,2055,2059.58,2043.93
10/31/2013,2030.09,2050.96,2055.59,2030.09
11/1/2013,2039.42,2037.25,2041.23,2030.57
11/4/2013,2025.17,2035.08,2035.84,2022.91
11/5/2013,2013.93,2027.62,2029.6,2010.2
11/6/2013,2013.67,2015.32,2023.52,2011.41
11/7/2013,2004.04,2014.85,2017.55,2000.6
11/8/2013,1984.87,1987.21,1998.59,1984.86
11/11/2013,1977.3,1995.86,1995.86,1973.05
11/12/2013,1995.48,1983.94,2000.41,1983.89
11/13/2013,1963.56,1993.16,1993.16,1963.56
11/14/2013,1967.56,1980.2,1981.89,1963.42
11/15/2013,2005.64,1980.99,2006.31,1980.99
11/18/2013,2010.81,2014.24,2018.17,2009.76
11/19/2013,2031.64,2009.95,2033.91,2009.47
11/20/2013,2017.24,2028.34,2029.61,2010.74
11/21/2013,1993.78,2013.71,2013.71,1985.65
11/22/2013,2006.23,2002.15,2011.2,1992.48
11/25/2013,2015.98,2020,2031.11,2015.98
11/26/2013,2022.64,2008.19,2022.66,1998.9
11/27/2013,2028.81,2016.28,2028.81,2010.84
11/28/2013,2045.77,2039.73,2047.66,2037.73
11/29/2013,2044.87,2044.85,2050.7,2038.46
12/2/2013,2030.78,2050.45,2052.88,2029.1
12/3/2013,2009.36,2023.62,2028.07,2008.55
12/4/2013,1986.8,1998.69,2006.71,1986.8
12/5/2013,1984.77,1993.73,1994.32,1971.44
12/6/2013,1980.41,1982.99,1990.55,1980.4
12/9/2013,2000.38,2000.52,2003.97,1997.58
12/10/2013,1993.45,2000.03,2001.33,1989.41
12/11/2013,1977.97,1987.22,2000.15,1972.87
12/12/2013,1967.93,1966.44,1970.51,1958.99
12/13/2013,1962.91,1963.04,1963.81,1947.44
12/16/2013,1961.15,1960.6,1970.25,1956.63
12/17/2013,1965.74,1977.94,1979.62,1962.22
12/18/2013,1974.63,1971.85,1982.42,1966.18
12/19/2013,1975.65,1996.79,1997.02,1969.95
12/20/2013,1983.35,1973.12,1984.44,1972.59
12/23/2013,1996.89,1993.45,2000.07,1989
12/24/2013,2001.59,2000.24,2007.34,1994.34
12/26/2013,1999.3,2004.25,2009.96,1997.34
12/27/2013,2002.28,1994.05,2004.55,1987.58
12/30/2013,2011.34,2004.32,2011.34,1998.61
1/2/2014,1967.19,2013.11,2013.89,1967.19
1/3/2014,1946.14,1963.72,1964.63,1936.15
1/6/2014,1953.28,1947.62,1961.85,1943.74
1/7/2014,1959.44,1947.65,1965.74,1947.08
1/8/2014,1958.96,1965.5,1966.95,1950.02
1/9/2014,1946.11,1962.3,1964.59,1946.11
1/10/2014,1938.54,1949.53,1956.97,1931.16
1/13/2014,1948.92,1947.38,1954.07,1942.83
1/14/2014,1946.07,1942.79,1961.73,1939.31
1/15/2014,1953.28,1956.43,1956.84,1945.87
1/16/2014,1957.32,1957.91,1965.27,1955.79
1/17/2014,1944.48,1958.5,1962.64,1943.13
1/20/2014,1953.78,1945.99,1955.28,1934.38
1/21/2014,1963.89,1955.26,1965.43,1949.56
1/22/2014,1970.42,1960.46,1970.42,1959.57
1/23/2014,1947.59,1968.77,1969.04,1947.01
1/24/2014,1940.56,1941.55,1947.01,1924.49
1/27/2014,1910.34,1905.91,1918.68,1899.76
1/28/2014,1916.93,1907.18,1919.26,1904.05
1/29/2014,1941.15,1925.93,1941.71,1925.52
2/3/2014,1919.96,1930.09,1931.81,1917.64
2/4/2014,1886.85,1894.96,1898.08,1885.53
2/5/2014,1891.32,1897.95,1901.4,1888.47
2/6/2014,1907.89,1897.35,1910.91,1897.35
2/7/2014,1922.5,1922.45,1923.25,1910.9
2/10/2014,1923.3,1928.13,1928.39,1916.4
2/11/2014,1932.06,1924.45,1935.29,1920.55
2/12/2014,1935.84,1942.23,1942.23,1933.54
2/13/2014,1926.96,1936.62,1944.73,1924.39
2/14/2014,1940.28,1930.14,1946.81,1930.14
2/17/2014,1946.36,1951.74,1955.04,1942.94
2/18/2014,1946.91,1946.88,1951.06,1935.6
2/19/2014,1942.93,1944.7,1944.7,1932.44
2/20/2014,1930.57,1932.9,1941.13,1927.53
2/21/2014,1957.83,1948.03,1957.83,1946.68
2/24/2014,1949.05,1958.06,1961.41,1943.86
2/25/2014,1964.86,1958.3,1964.86,1955.7
2/26/2014,1970.77,1963.45,1973.88,1955.92
2/27/2014,1978.43,1969.85,1980.37,1965.7
2/28/2014,1979.99,1976.48,1981.15,1972.65
3/3/2014,1964.69,1967.9,1969.16,1955.11
3/4/2014,1954.11,1954.58,1963.56,1952.61
3/5/2014,1971.24,1973.28,1977.3,1970.28
3/6/2014,1975.62,1973.67,1975.62,1968.17
3/7/2014,1974.68,1979.7,1983.53,1968.66
3/10/2014,1954.42,1967.63,1967.66,1951.96
3/11/2014,1963.87,1957.22,1963.87,1951.2
3/12/2014,1932.54,1957.67,1958.09,1930.48
3/13/2014,1934.38,1940.35,1946.28,1931.75
3/14/2014,1919.9,1916.07,1927.89,1913.64
3/17/2014,1927.53,1921.15,1928.43,1919.61
3/18/2014,1940.21,1941.12,1946.14,1931.83
3/19/2014,1937.68,1947.34,1948.15,1935.27
3/20/2014,1919.52,1934.15,1934.63,1919.37
3/21/2014,1934.94,1930.24,1935.18,1927.85
3/24/2014,1945.55,1937.06,1950.54,1937.06
3/25/2014,1941.25,1940.9,1946.09,1936.62
3/26/2014,1964.31,1954.6,1965.44,1953.69
3/27/2014,1977.97,1963.66,1979.7,1963.1
3/28/2014,1981,1972.63,1985.5,1971.25
3/31/2014,1985.61,1988.73,1989.8,1973.05
4/1/2014,1991.98,1983.78,1991.98,1976.06
4/2/2014,1997.25,2000.13,2001.26,1995.08
4/3/2014,1993.7,1999.42,2007.88,1992.16
4/4/2014,1988.09,1987.84,1993.96,1985.76
4/7/2014,1989.7,1984.29,1992.18,1978.63
4/8/2014,1993.03,1977.61,1994.58,1977.61
4/9/2014,1998.95,1997.98,2001.15,1992.12
4/10/2014,2008.61,2007.71,2008.98,1995.79
4/11/2014,1997.44,1985.28,1997.44,1985.16
4/14/2014,1997.02,1993.81,2001,1993.07
4/15/2014,1992.27,2008.49,2009.04,1990.34
4/16/2014,1992.21,1994.31,1995.86,1986.25
4/17/2014,1992.05,2000.47,2001.29,1984.98
4/18/2014,2004.28,1998.52,2005.22,1998.26
4/21/2014,1999.22,2006.21,2006.95,1993.53
4/22/2014,2004.22,2000.94,2004.42,1991.47
4/23/2014,2000.37,2010.06,2013.09,1999.78
4/24/2014,1998.34,2006.38,2007.17,1993.18
4/25/2014,1971.66,1996.61,1996.64,1971.66
4/28/2014,1969.26,1969.04,1976.56,1969.04
